# TBLASTN 2.2.31+
# Query: ipaH_1 Chromosome
# Database: ../genome_assemblies/db/genomes_db
# Fields: query id, subject id, bit score, % identity, % query coverage per hsp, alignment length, evalue, q. start, q. end, s. start, s. end, sbjct frame
# 1244 hits found
ipaH_1	LR213455.1	1042	100.00	100	587	0.0	1	587	3238911	3240671	3
ipaH_1	LR213455.1	743	74.69	95	557	0.0	31	587	2055228	2053561	-2
ipaH_1	LR213455.1	722	68.15	95	584	0.0	31	587	2475251	2476882	2
ipaH_1	LR213455.1	718	67.85	100	591	0.0	1	587	1925220	1923580	-2
ipaH_1	LR213455.1	715	70.23	95	561	0.0	31	587	1747759	1746200	-1
ipaH_1	LR213455.1	649	61.64	98	623	0.0	12	587	1290099	1288306	-2
ipaH_1	LR213455.1	644	63.02	95	603	0.0	32	587	3069310	3071055	1
ipaH_1	LR213455.1	33.5	33.57	24	143	7.7	105	243	2684297	2684662	2
ipaH_1	LR213458.1	1042	100.00	100	587	0.0	1	587	1800339	1798579	-1
ipaH_1	LR213458.1	741	74.51	95	557	0.0	31	587	2302211	2300544	-2
ipaH_1	LR213458.1	727	68.49	95	584	0.0	31	587	2348944	2347313	-3
ipaH_1	LR213458.1	716	67.68	100	591	0.0	1	587	3165043	3166683	1
ipaH_1	LR213458.1	648	63.18	95	603	0.0	32	587	3669181	3670926	1
ipaH_1	LR213452.1	1042	100.00	100	587	0.0	1	587	3037124	3038884	2
ipaH_1	LR213452.1	741	74.51	95	557	0.0	31	587	1917731	1916064	-2
ipaH_1	LR213452.1	714	70.23	95	561	0.0	31	587	1791748	1790189	-3
ipaH_1	LR213452.1	714	70.23	95	561	0.0	31	587	1611003	1609444	-1
ipaH_1	LR213452.1	649	61.64	98	623	0.0	12	587	1133045	1131252	-2
ipaH_1	LR213452.1	644	63.02	95	603	0.0	32	587	3086925	3088670	3
ipaH_1	LR213452.1	33.5	33.57	24	143	7.7	105	243	2549776	2550141	1
ipaH_1	CP060117.1	1042	100.00	100	587	0.0	1	587	1779698	1777938	-1
ipaH_1	CP060117.1	733	78.37	86	504	0.0	84	587	2339663	2338155	-1
ipaH_1	CP060117.1	730	68.66	95	584	0.0	31	587	2385415	2383784	-2
ipaH_1	CP060117.1	717	67.85	100	591	0.0	1	587	3340867	3342507	1
ipaH_1	CP060117.1	648	63.18	95	603	0.0	32	587	3862163	3863908	2
ipaH_1	CP054913.1	1042	100.00	100	587	0.0	1	587	2053200	2051440	-2
ipaH_1	CP054913.1	741	74.51	95	557	0.0	31	587	3153286	3154953	1
ipaH_1	CP054913.1	718	67.85	100	591	0.0	1	587	3458699	3460339	2
ipaH_1	CP054913.1	716	70.41	95	561	0.0	31	587	3281424	3282983	3
ipaH_1	CP054913.1	649	61.64	98	623	0.0	12	587	3912573	3914366	3
ipaH_1	CP054913.1	644	63.02	95	603	0.0	32	587	2218547	2216802	-3
ipaH_1	CP054913.1	33.5	33.57	24	143	7.7	105	243	2584868	2584503	-3
ipaH_1	CP053751.1	1042	100.00	100	587	0.0	1	587	1762504	1760744	-1
ipaH_1	CP053751.1	741	74.51	95	557	0.0	31	587	2296964	2295297	-3
ipaH_1	CP053751.1	727	68.49	95	584	0.0	31	587	2343697	2342066	-1
ipaH_1	CP053751.1	715	70.23	95	561	0.0	31	587	3243053	3244612	2
ipaH_1	CP053751.1	648	63.44	94	599	0.0	36	587	3765529	3767262	1
ipaH_1	CP049179.1	1042	100.00	100	587	0.0	1	587	4797706	4799466	1
ipaH_1	CP049179.1	727	68.49	95	584	0.0	31	587	4203947	4205578	2
ipaH_1	CP049179.1	716	67.68	100	591	0.0	1	587	3259596	3257956	-1
ipaH_1	CP049179.1	648	63.18	95	603	0.0	32	587	2737075	2735330	-3
ipaH_1	CP049179.1	451	65.94	71	414	0.0	31	444	4248028	4249266	1
ipaH_1	CP049179.1	291	99.30	24	142	0.0	446	587	4249269	4249694	3
ipaH_1	CP049177.1	1042	100.00	100	587	0.0	1	587	1237533	1235773	-3
ipaH_1	CP049177.1	727	68.49	95	584	0.0	31	587	1831283	1829652	-1
ipaH_1	CP049177.1	716	67.68	100	591	0.0	1	587	2773625	2775265	2
ipaH_1	CP049177.1	359	50.42	74	480	1e-178	12	444	3296218	3297582	1
